index,premise,hypothesis,label
5814,이처럼 지역사회에 많은 도움이 되고 다른 지역에 본보기가 되는 마을기업이 앞으로도 적극 발굴돼 지역발전에 보다 많이 도움되기를 기대한다.,마을기업은 지역사회에 아무 도움이 되지 않는다.,contradiction
5815,아이가진 부모로써 모방범죄가 염려스럽따,부모는 아이의 모방범죄를 가장 염려한다.,neutral
5816,이 영화는 꼭 한국에 개봉되어야한다.,미국에선 이미 개봉한 영화이다.,neutral
5817,어느 날 조프는 친구 만셀이 몰래 훔친 열쇠로 들어가는 것을 금지 한 문 금지의 문에 들어갔는데 구덩이에 빠져 버렸다.,조프는 금지의 문에 들어갔지만 아무 일도 일어나지 않는다.,contradiction
5818,"또한 국제사회가 직면하고 있는 기후변화 문제에 적극 대응하고, 새로운 시장과 산업, 일자리를 창출하여 지속 가능한 성장의 길을 모색하여야 합니다.",국제사회는 기후변화 문제에 직면하고 있습니다.,entailment
5819,대한민국의 가수가 음반을 발매해 미국의 빌보드에서 최고 기록을 달성했다는 것은 한국인들에게 매우 기쁜 소식임이 분명하다.,대한민국의 가수의 음반으로 미국의 빌보드에서 4주간 최고 기록을 달성했다.,neutral
5820,"국립항공박물관은 항공역사, 항공산업, 항공생활로 나눠 전시를 구성하고 있다.",구성 중 항공역사가 차지하는 비중이 가장 크다.,neutral
5821,이로써 투표 자체가 불가능하다는 것이 카탈루냐에 파견된 최고급 관료인 엔릭 미요의 주장이다.,엔릭 미요는 투표 자체가 불가능하다는 주장을 했다.,entailment
5822,아오모리현의 핵연료 재처리 시설에서 의문의 두 사람에 의해 물체가 강탈된다.,물체를 강탈한 의문의 두 사람은 핵연료 재처리 시설의 직원이다.,neutral
5823,"금번 결산검사의 범위는 계산의 과오여부, 실제의 수지와 수지명령의 부합여부, 재무운영의 합당성 및 예산집행의 효율성 등의 심사이다.",이번에 결산검사를 실시한다.,entailment
5824,예비유니콘 2차 선정은 오는 12월 중에 이뤄질 예정이다.,예비유니콘 2차 선정에서는 30개의 기업을 선정한다.,neutral
5825,어느 연못가에서 살고 있던 엄마 오리가 알들을 품고 있었다.,엄마 오리는 연못가에서 살고 있었다.,entailment
5826,"밀의 공리주의는 초기의 벤담과는 상당히 다른 모습을 보여주며, 양적 쾌락에서 질적으로의 쾌락을 주장한 것이 돋보이는 점이다.",밀과 벤담을 가장 유명한 공리주의자다.,neutral
5827,많은 스키장 시설들이 눈이 내리지 않는 상황에서도 스키를 즐길 수 있도록 인공설 제조 장비를 운용한다.,스키장에서는 눈이 내릴 때만 스키를 즐길 수 있다.,contradiction
5828,비판 여론에도 불구하고 매스코마 지역 교육위원회는 해당 업체와의 계약을 1년 연장하기로 투표를 통해 결정했다.,매스코마 지역 교육위원회와 해당 업체의 계약은 비판 여론에 시달리고 있다.,entailment
5829,해외근무자에 대한 우선공급 기준도 완화하기로 했다.,해외근무자에 대한 우선공급 기준이 있다.,entailment
5830,"여당의 조현룡, 박상은, 야당의 김재윤 의원은 구속되었지만, 야당의 신학용, 신계륜 의원은 구속영장이 기각되었습니다.",야당의 신학용의원 구속영장이 기각되었습니다.,entailment
5831,빌리지카 서비스와 카오너 모집에 관한 자세한 내용은 그린카 홈페이지 또는 그린카 모바일 앱을 통해 확인 가능하다.,카오너 모집은 제한 조건이 있다.,neutral
5832,이순신은 위대하고 그에 반비례하는 한국 관객들의 수준.,이순신의 위대함과 한국 관객들의 수준은 정비례한다.,contradiction
5833,이러한 대책들이 실효성을 발휘하기 위해서는 재정이 적기에 뒷받침이 되어야 합니다.,재정이 적기에 뒷받침되어야 이러한 대책들이 실효성을 발휘합니다.,entailment
5834,"태연이 영국 런던, 독일 베른, 스위스 그린델발트, 이탈리아 밀라노를 여행하며 찍은 브이로그다.",태연이 국내 여행지를 여행하며 찍은 브이로그다.,contradiction
5835,시멘트의 주 산지인 충북 제천과 단양에도 철도 파업으로 인해 시멘트 수송에 차질을 빚고 있다.,시멘트 수송에는 주로 수로를 이용한다.,contradiction
5836,특히 독립적인 침실과 욕실사용때문에 매우만족했습니다.,공용 침실과 욕실을 사용해야 합니다.,contradiction
5837,나중에알았지만 테스코 마트가 굉장히 가까워요.,테스코 마트는 대형할인마트에요.,neutral
5838,더몰 가는 버스 타는 곳도 가까이 있구요.,더몰까지 버스를 타고 30분 걸려요.,neutral
5839,그때 지켜보던 폴이 엘리가 평소에 연주하던 기타를 들고 와 엘리에게 넘겨주고 엘리는 피아노 대신 노래를 부르며 기타를 연주한다.,엘리의 기타는 고가의 기타였다.,neutral
5840,위치도 좋고 센트럴역 부근으로 나가기 편해요.,위치가 나쁜편은 아니에요.,entailment
5841,민혁은 일에 빠져서 밖에서 벌어진 상황을 모르는 상태에서 진아에게 전화를 걸어 회사 로비에서 만나자고 약속을 하고 기다린다.,민혁은 일에 빠졌지만 밖에서 벌어진 상황을 다 안다.,contradiction
5842,우리나라 영화의 새로운 시도가 아니라 쓰레깁니다,우리나라의 새로운 시도이자 보배입니다.,contradiction
5843,정부는 이러한 전문교육을 통해 청년들의 데이터 역량을 키워 데이터 분야 취업으로 연결되는 선순환 구조를 만들 계획이라고 밝혔다.,정부는 이러한 전문교육을 통해 노인들의 데이터 역량을 키워 데이터 분야 취업으로 연결되는 선순환 구조를 만들 계획이라고 밝혔다.,contradiction
5844,이에 따라 대한민국 정부는 후쿠시마 현을 포함한 8개 현의 수산물 수입을 막는 조치를 취하였다.,후쿠시마 현은 8개의 현에 포함되지 않는다.,contradiction
5845,"주변에 과천중앙공원, 문원체육공원, 국립현대미술관, 서울대공원, 서울경마공원 등도 있다.",서울대공원은 멀리 떨어져 있다.,contradiction
5846,아이유가 예전 방송에서 있었던 일로 강호동 씨를 놀렸다.,아이유는 강호동 씨를 놀리지 않았다.,contradiction
5847,조선민주주의인민공화국측은 발사대에 1단 추진체를 발사대에 설치하는 등의 발사작업을 진행하고 있는 것으로 알려졌다.,북한은 어떠한 발사작업도 진행하고 있지 않은 것으로 알려졌다.,contradiction
5848,"신청한 도서는 중앙도서관과 협약서점인 안산문고, 원곡서점, 한가람문고, 대동서적, 토닥토닥괜찮아, 모모책방 중 가까운 서점 어디서나 이용 가능하다.",토닥토닥괜찮아는 크기가 작은 서점이다.,neutral
5849,옆방간도 소리가 울리며 방음이 안됩니다.,옆 방의 소리가 간간히 들렸습니다.,entailment
5850,"미세먼지 차단 숲, 생활밀착형 숲, 자녀안심 그린 숲 등 도심 녹지를 조성한다.","도심 녹지에는 미세먼지 차단 숲, 생활밀착형 숲, 자녀안심 그린 숲 등이 있다.",entailment
5851,대통령의 외동딸인 은영은 재벌 후계자이자 국회의원인 영민과 정략 결혼했지만 결혼 생활이 원만하지가 않다.,은영은 외동딸이다.,entailment
5852,"친구, 가족들과 정말 멋진 시간 보냈습니다",친구들은 함께 시간을 보내지 못했습니다.,contradiction
5853,하지만 전반적으로 굉장히 만족스러운 숙박이었습니다.,사람들을 초대해 함께 숙박하고 싶었습니다.,neutral
5854,전반적으로 숙소 내부나 위치가 만족스러운 숙소였습니다.,숙소 내부와 위치에 좋은 점수를 줄 수 있다.,entailment
5855,최희석씨의 추모를 위해 만들어진 고 최희석 경비노동자 추모모임은 유가족들을 도울 것이라고 밝혔다.,경비노동자의 추모를 위해 만들어진 모임이 있다.,entailment
5856,2022년부터는 소방수요에 적합한 우수인재 확보를 위한 소방직무제도를 새롭게 도입한다.,소방직무제도를 새롭게 도입하여 소방수요에 적합한 우수인재를 확보한다.,entailment
5857,이 영화를 보는 것은 시간을 낭비하는 거다,상영시간이 3시간 가량 되어 시간이 낭비된다.,neutral
5858,지갑에서 운전 면허증을 꺼내서 신분 인증을 하는 대신 스마트폰을 꺼내서 신분을 인증하는 시대가 시작된다.,운전 면허증으로만 신분 인증이 되는 시대가 시작된다.,contradiction
5859,중앙아시아에 위치한 국가인 타지키스탄이 중화인민공화국에 어제 영토 일부를 할양함으로써 19세기부터 이어져온 130년간의 영토분쟁이 마무리 되었다.,타지키스탄의 수도에서 영토 할양 조약이 맺어졌다.,neutral
5860,호스트 역시 친절하고 응답도 빠릅니다.,호스트의 응답은 천천히 옵니다.,contradiction
5861,친절한마르코와 마르코의 집은 나무랄데 없습니다.,마르코의 집은 나쁘지 않습니다.,entailment
5862,"로봇 앤드류는 리처드를 주인님으로, 자아도취에 빠진 그의 아내를 마님으로 부르며 공손하고 부지런한 가사 로봇의 소임을 다한다.",앤드류는 주인과 그의 부인 모두의 사랑을 받는다.,neutral
5863,칠던은 바이네스라는 스웨덴 기업가에게 줄 방문 선물을 찾는 일본 무역대표부 소속 고위관료 다고미 노부스케로부터 온 전화를 받는다.,다고미 노부스케는 일본 후생노동성 소속 고위관료이다.,contradiction
5864,"어느 날, 연쇄살인범을 쫓던 한 경찰이 살인범에게 제압당해 사망했다.",연쇄살인범을 쫓던 한 경찰은 살인범에게 제압당해 아직도 의식불명이다.,contradiction
5865,스티그는 덩클맨의 집에 하숙하게 된다.,스티그는 덩클맨의 집에서 지내게 된다.,entailment
5866,급하게 방송에 투입된 신봉선 씨는 라디오 방송에서 본인이 투입된 이유를 청취자들에게 설명했다.,신봉선 씨는 다른 사람을 대신해 라디오 방송을 하였다.,entailment
5867,"이 행성계에는 7개의 행성이 있는 것으로 보이는데, 그 중 두 개는 다소 애매한 상태이다.",7개의 행성 중 2개는 애매한 상태이다.,entailment
5868,"사장님이 정해놓은 일정 기준이 있고, 그 기준을 넘으면 혼난다.",사장님이 정해놓은 일정 기준이 있다.,entailment
5869,개인적으로 제목에 충실했던 시리즈 중에서 최고의 작품이다.,시리즈 중 최악의 작품이다.,contradiction
5870,정말 오랜만에 재밌는 로코 본 느낌 프랑스영화는 항상 옳아,프랑스 영화는 전반적으로 재밌어.,neutral
5871,"새벽 4시에 굴착 중이던 터널로 토사가 유입되어 대피용 터널이 무너졌는데, 같은 날 저녁 9시에는 본선 터널마저 무너졌다는 것이다.",대피용 터널이 토사 유입으로 무너졌다.,entailment
5872,이종성은 재단 이사장으로 취임했으나 회사에서는 육영사업에 관여하지 않고 학장의 재량에 의해 자율적으로 운영될 수 있도록 했다.,결국 이종성은 취임 후 아무런 사업을 유치할 수 없었다.,neutral
5873,그 외에 다른 것들은 좋은 점이없었습니다.,모든 것들이 좋았습니다.,contradiction
5874,공사는 아울러 올해부터 전 역사에 초미세먼지까지 걸러낼 수 있는 고성능 공기청정기를 본격적으로 설치한다.,고성능 공기청정기는 이미 전 역사에 설치되어있다.,contradiction
5875,해수부는 25일부터 전국 대형해수욕장을 대상으로 야간에 음식과 술을 먹는 행위를 금지하는 취식금지 행정명령을 시행하고 지방자치단체와 함께 단속을 벌이기도 했다.,해양수산부는 지난 25일부터 전국 대형해수욕장을 대상으로 야간 취식금지 행정명령을 시행했다.,entailment
5876,인테리어나 분위기는 정말 최고 였습니다.,인테리어와 분위기만 마음에 들었습니다.,neutral
5877,"한편 그웬다는 친척인 작가 레이몬드 웨스트, 레이몬드의 부인 조이스 웨스트 그리고 그의 고모인 미스 제인 마플을 만나기 위해 런던으로 향한다.",그웬다는 런던에서 그녀가 찾고있던 사람들 모두를 만난다.,neutral
